"","hsa","nm","genes"
"1600","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","CHIA"
"1601","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","CHIT1"
"1602","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","HEXA"
"1603","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","HEXB"
"1604","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","NAGK"
"1605","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","AMDHD2"
"1606","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","GNPDA1"
"1607","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","GNPDA2"
"1608","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","HK3"
"1609","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","HK1"
"1610","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","HK2"
"1611","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","HKDC1"
"1612","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","GFPT2"
"1613","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","GFPT1"
"1614","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","GNPNAT1"
"1615","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","PGM3"
"1616","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","GALK2"
"1617","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","UAP1"
"1618","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","UAP1L1"
"1619","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","GNE"
"1620","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","RENBP"
"1621","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","NANS"
"1622","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","NANP"
"1623","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","NPL"
"1624","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","CMAS"
"1625","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","CYB5R1"
"1626","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","CYB5R3"
"1627","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","CYB5R2"
"1628","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","CYB5RL"
"1629","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","CYB5R4"
"1630","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","UXS1"
"1631","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","GCK"
"1632","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","PGM1"
"1633","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","PGM2"
"1634","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","UGP2"
"1635","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","UGDH"
"1636","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","GALK1"
"1637","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","GALT"
"1638","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","GALE"
"1639","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","GPI"
"1640","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","MPI"
"1641","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","PMM2"
"1642","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","PMM1"
"1643","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","GMPPB"
"1644","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","GMPPA"
"1645","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","GMDS"
"1646","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","GFUS"
"1647","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","FCSK"
"1648","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)","FPGT"
"1649","path:hsa00524","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)","HK3"
"1650","path:hsa00524","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)","HK1"
"1651","path:hsa00524","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)","HK2"
"1652","path:hsa00524","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)","HKDC1"
"1653","path:hsa00524","Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)","GCK"
"1654","path:hsa00531","Glycosaminoglycan degradation - Homo sapiens (human)","HYAL2"
"1655","path:hsa00531","Glycosaminoglycan degradation - Homo sapiens (human)","HYAL1"
"1656","path:hsa00531","Glycosaminoglycan degradation - Homo sapiens (human)","SPAM1"
"1657","path:hsa00531","Glycosaminoglycan degradation - Homo sapiens (human)","HYAL4"
"1658","path:hsa00531","Glycosaminoglycan degradation - Homo sapiens (human)","HYAL3"
"1659","path:hsa00531","Glycosaminoglycan degradation - Homo sapiens (human)","GUSB"
"1660","path:hsa00531","Glycosaminoglycan degradation - Homo sapiens (human)","IDS"
"1661","path:hsa00531","Glycosaminoglycan degradation - Homo sapiens (human)","IDUA"
"1662","path:hsa00531","Glycosaminoglycan degradation - Homo sapiens (human)","ARSB"
"1663","path:hsa00531","Glycosaminoglycan degradation - Homo sapiens (human)","HPSE"
"1664","path:hsa00531","Glycosaminoglycan degradation - Homo sapiens (human)","HPSE2"
"1665","path:hsa00531","Glycosaminoglycan degradation - Homo sapiens (human)","SGSH"
"1666","path:hsa00531","Glycosaminoglycan degradation - Homo sapiens (human)","HGSNAT"
"1667","path:hsa00531","Glycosaminoglycan degradation - Homo sapiens (human)","NAGLU"
"1668","path:hsa00531","Glycosaminoglycan degradation - Homo sapiens (human)","GALNS"
"1669","path:hsa00531","Glycosaminoglycan degradation - Homo sapiens (human)","GLB1"
"1670","path:hsa00531","Glycosaminoglycan degradation - Homo sapiens (human)","GNS"
"1671","path:hsa00531","Glycosaminoglycan degradation - Homo sapiens (human)","HEXA"
"1672","path:hsa00531","Glycosaminoglycan degradation - Homo sapiens (human)","HEXB"
"1673","path:hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)","XYLT1"
"1674","path:hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)","XYLT2"
"1675","path:hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)","B4GALT7"
"1676","path:hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)","B3GALT6"
"1677","path:hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)","B3GAT3"
"1678","path:hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)","CSGALNACT1"
"1679","path:hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)","CSGALNACT2"
"1680","path:hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)","CHSY3"
"1681","path:hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)","CHSY1"
"1682","path:hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)","CHPF"
"1683","path:hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)","CHPF2"
"1684","path:hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)","DSE"
"1685","path:hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)","CHST11"
"1686","path:hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)","CHST12"
"1687","path:hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)","CHST13"
"1688","path:hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)","CHST3"
"1689","path:hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)","CHST7"
"1690","path:hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)","CHST15"
"1691","path:hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)","UST"
"1692","path:hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)","CHST14"
"1693","path:hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human)","FUT8"
"1694","path:hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human)","B4GALT1"
"1695","path:hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human)","B4GALT2"
"1696","path:hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human)","B4GALT3"
"1697","path:hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human)","B3GNT2"
"1698","path:hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human)","CHST6"
"1699","path:hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human)","B4GALT4"
"1700","path:hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human)","B3GNT7"
"1701","path:hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human)","CHST1"
"1702","path:hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human)","ST3GAL3"
"1703","path:hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human)","CHST2"
"1704","path:hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human)","CHST4"
"1705","path:hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human)","ST3GAL1"
"1706","path:hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human)","ST3GAL2"
"1707","path:hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)","XYLT1"
"1708","path:hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)","XYLT2"
"1709","path:hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)","B4GALT7"
"1710","path:hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)","B3GALT6"
"1711","path:hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)","B3GAT3"
"1712","path:hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)","EXTL2"
"1713","path:hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)","EXTL3"
"1714","path:hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)","EXTL1"
"1715","path:hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)","EXT1"
"1716","path:hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)","EXT2"
"1717","path:hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)","NDST1"
"1718","path:hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)","NDST2"
"1719","path:hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)","NDST3"
"1720","path:hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)","NDST4"
"1721","path:hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)","GLCE"
"1722","path:hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)","HS2ST1"
"1723","path:hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)","HS6ST1"
"1724","path:hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)","HS6ST2"
"1725","path:hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)","HS6ST3"
"1726","path:hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)","HS3ST1"
"1727","path:hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)","HS3ST2"
"1728","path:hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)","HS3ST3B1"
"1729","path:hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)","HS3ST3A1"
"1730","path:hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)","HS3ST5"
"1731","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","GLYCTK"
"1732","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","ALDH2"
"1733","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","ALDH3A2"
"1734","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","ALDH1B1"
"1735","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","ALDH7A1"
"1736","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","ALDH9A1"
"1737","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","AKR1B1"
"1738","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","AKR1B10"
"1739","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","AKR1A1"
"1740","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","TKFC"
"1741","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","GK2"
"1742","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","GK"
"1743","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","GPAM"
"1744","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","GPAT2"
"1745","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","GPAT4"
"1746","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","GPAT3"
"1747","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","AGPAT1"
"1748","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","AGPAT2"
"1749","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","AGPAT3"
"1750","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","AGPAT4"
"1751","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","AGPAT5"
"1752","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","LCLAT1"
"1753","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","MBOAT1"
"1754","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","MBOAT2"
"1755","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","PLPP1"
"1756","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","PLPP3"
"1757","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","PLPP2"
"1758","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","LPIN1"
"1759","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","LPIN3"
"1760","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","LPIN2"
"1761","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","PLPP5"
"1762","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","PLPP4"
"1763","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","DGKZ"
"1764","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","DGKD"
"1765","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","DGKI"
"1766","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","DGKA"
"1767","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","DGKE"
"1768","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","DGKB"
"1769","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","DGKH"
"1770","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","DGKG"
"1771","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","DGKQ"
"1772","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","DGKK"
"1773","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","DGAT1"
"1774","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","DGAT2"
"1775","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","MOGAT3"
"1776","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","CEL"
"1777","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","PNPLA2"
"1778","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","PNPLA3"
"1779","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","PNLIP"
"1780","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","PNLIPRP1"
"1781","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","PNLIPRP2"
"1782","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","PNLIPRP3"
"1783","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","LIPC"
"1784","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","LIPF"
"1785","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","LIPG"
"1786","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","LPL"
"1787","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","AGK"
"1788","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","MGLL"
"1789","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","ABHD16A"
"1790","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","MOGAT1"
"1791","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","MOGAT2"
"1792","path:hsa00561","Glycerolipid metabolism - Homo sapiens (human)","GLA"
"1793","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PIK3C3"
"1794","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","MTM1"
"1795","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","MTMR1"
"1796","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","MTMR2"
"1797","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","MTMR3"
"1798","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","MTMR4"
"1799","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","MTMR8"
"1800","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","MTMR6"
"1801","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","MTMR7"
"1802","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","MTMR14"
"1803","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PI4KA"
"1804","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PI4KB"
"1805","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PI4K2A"
"1806","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PI4K2B"
"1807","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","SACM1L"
"1808","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","INPP5F"
"1809","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PIP5K1C"
"1810","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PIP5K1A"
"1811","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PIP5K1B"
"1812","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PIP5KL1"
"1813","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","OCRL"
"1814","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","INPP5B"
"1815","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","INPP5E"
"1816","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","SYNJ1"
"1817","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","SYNJ2"
"1818","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PIK3CA"
"1819","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PIK3CD"
"1820","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PIK3CB"
"1821","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PIK3CG"
"1822","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PTEN"
"1823","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","INPP5D"
"1824","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","INPPL1"
"1825","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PIK3C2G"
"1826","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PIK3C2A"
"1827","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PIK3C2B"
"1828","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","INPP4A"
"1829","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","INPP4B"
"1830","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PIKFYVE"
"1831","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","FIG4"
"1832","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PIP4K2C"
"1833","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PIP4K2A"
"1834","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PIP4K2B"
"1835","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PLCB1"
"1836","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PLCB2"
"1837","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PLCB3"
"1838","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PLCB4"
"1839","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PLCD1"
"1840","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PLCD3"
"1841","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PLCD4"
"1842","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PLCE1"
"1843","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PLCG1"
"1844","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PLCG2"
"1845","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PLCZ1"
"1846","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PLCH1"
"1847","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","PLCH2"
"1848","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","IMPA2"
"1849","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","IMPA1"
"1850","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","CDIPT"
"1851","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","ISYNA1"
"1852","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","INPP1"
"1853","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","INPP5A"
"1854","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","INPP5K"
"1855","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","INPP5J"
"1856","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","MINPP1"
"1857","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","ITPKB"
"1858","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","ITPKA"
"1859","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","ITPKC"
"1860","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","ITPK1"
"1861","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","IPMK"
"1862","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","IPPK"
"1863","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","MIOX"
"1864","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","ALDH6A1"
"1865","path:hsa00562","Inositol phosphate metabolism - Homo sapiens (human)","TPI1"
"1866","path:hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","PIGA"
"1867","path:hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","PIGC"
"1868","path:hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","PIGH"
"1869","path:hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","PIGP"
"1870","path:hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","PIGQ"
"1871","path:hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","PIGY"
"1872","path:hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","DPM2"
"1873","path:hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","PIGL"
"1874","path:hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","PIGW"
"1875","path:hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","GPLD1"
"1876","path:hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","PIGM"
"1877","path:hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","PIGX"
"1878","path:hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","PIGV"
"1879","path:hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","PIGN"
"1880","path:hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","PIGB"
"1881","path:hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","PIGO"
"1882","path:hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","PIGF"
"1883","path:hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","PIGG"
"1884","path:hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","GPAA1"
"1885","path:hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","PIGK"
